,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Hiv/Aids & Income Composition Of Resources & Polio,0.7711951855171074,0.7966225532403465,Income Composition Of Resources,-0.6516444162995667,Hiv/Aids,35.48664451243804,Polio,0.023240739025510493,45.830354582521096
Alcohol & Hiv/Aids & Income Composition Of Resources,0.7676057643438963,0.796511369377266,Income Composition Of Resources,0.07288105171337057,Hiv/Aids,-0.6881144979541229,Alcohol,35.44612339550024,47.57665165210763
Adult Mortality & Military & Schooling,0.7324190616861095,0.7950984267354224,Adult Mortality,-0.03476283667980684,Military,0.03125761474965372,Schooling,1.6737944709284163,54.86826418937159
Bmi & Hiv/Aids & Water,0.7734009005579028,0.7949350377393616,Hiv/Aids,0.08064942594832805,Water,-0.6285956016332156,Bmi,0.27765754875583937,44.57588993974607
Gdp & Hiv/Aids & Income Composition Of Resources,0.778485631326265,0.7932345465652305,Income Composition Of Resources,7.816986511567425e-05,Gdp,-0.6631495337796549,Hiv/Aids,34.18527827342741,48.172109088584534
Adult Mortality & Income Composition Of Resources & Population,0.7876353795773631,0.7926328907715012,Adult Mortality,-0.029864717889308244,Income Composition Of Resources,33.3068274776047,Population,-1.3460024206324306e-09,52.922230539917535
Adult Mortality & Birth Per Woman & Hiv/Aids,0.8066425858637147,0.792562770105973,Adult Mortality,-0.020961433006564084,Birth Per Woman,-3.501807178277467,Hiv/Aids,-0.39441340348215137,84.1091574090493
Adult Mortality & Hepatitis B & Water,0.7593964188982087,0.7923223166973797,Adult Mortality,-0.029591172816973585,Water,0.010227591237540301,Hepatitis B,0.2892191565799928,49.574521151945184
Adult Mortality & Bmi & Income Composition Of Resources,0.7978679304189707,0.7918006962486689,Adult Mortality,-0.0298848875326871,Income Composition Of Resources,0.05212701147853627,Bmi,29.252282665727225,53.56996036589453
Gdp & Hiv/Aids & Water,0.7940708467618033,0.7905728736994292,Gdp,0.00014411827404877894,Water,-0.6672448703018072,Hiv/Aids,0.28797697420377866,46.03514559884579
Hiv/Aids & Polio & Schooling,0.7413467414141917,0.7903749028004888,Schooling,-0.8292086146796813,Hiv/Aids,0.022207938443363773,Polio,1.961069591237304,45.28123458113559
Hiv/Aids & Thinness 5-9 Years & Water,0.8012434418664529,0.7894552879441423,Thinness 5-9 Years,-0.6197495175012934,Water,-0.40719287128723747,Hiv/Aids,0.29943287240221533,47.724414590420906
Adult Mortality & Percentage Expenditure & Water,0.7852798480433526,0.7879035828695675,Adult Mortality,-0.02951783773902759,Water,0.000684248202706606,Percentage Expenditure,0.25917531856859816,52.327809599072395
Adult Mortality & Diphtheria & Schooling,0.7447461932291414,0.7878212724577425,Adult Mortality,-0.03357134565969615,Schooling,0.03329197123674793,Diphtheria,1.6077059987768167,52.719499962702386
Hiv/Aids & Thinness 1-19 Years & Water,0.7958175257842075,0.7873367983541253,Thinness 1-19 Years,-0.6238460161925304,Water,-0.4029297525428414,Hiv/Aids,0.29654177248038244,47.97155838116453
Adult Mortality & Thinness 5-9 Years & Water,0.7990087227701843,0.7869662648260949,Adult Mortality,-0.028113772678695553,Water,-0.3675433740603865,Thinness 5-9 Years,0.26376817426987015,54.04463575603265
Birth Per Woman & Hiv/Aids & Total Expenditure,0.774077092368378,0.7869351007137285,Birth Per Woman,-3.94251222707206,Hiv/Aids,-0.6940456335406203,Total Expenditure,0.5332841334927476,79.23339604421078
Birth Per Woman & Hiv/Aids & Percentage Expenditure,0.8016445641145361,0.7866639259995125,Birth Per Woman,-3.6514104454978535,Hiv/Aids,-0.6587663970877221,Percentage Expenditure,0.0008995946964979185,80.72315955134906
Hiv/Aids & Income Composition Of Resources & Schooling,0.801638839220699,0.7866053019394942,Schooling,-0.6814217044169835,Income Composition Of Resources,22.471967163302836,Hiv/Aids,0.9706414315308258,44.46474838280535
Adult Mortality & Birth Per Woman & Under-Five Deaths,0.7719726716583214,0.7856765408982168,Adult Mortality,-0.03088966290773866,Birth Per Woman,-3.334686799204855,Under-Five Deaths,-0.004067052230083856,84.76572231035985
Birth Per Woman & Hiv/Aids & Thinness 5-9 Years,0.7925135960064035,0.7843543077994739,Birth Per Woman,-3.604215955378789,Thinness 5-9 Years,-0.632923156219578,Hiv/Aids,-0.3510404903794885,83.00338143168155
Adult Mortality & Birth Per Woman & Percentage Expenditure,0.7931078640642887,0.7842844262967781,Adult Mortality,-0.03111610458281215,Birth Per Woman,-3.240044808979658,Percentage Expenditure,0.0007765576874332325,83.62089728359712
Birth Per Woman & Hiv/Aids & Thinness 1-19 Years,0.7915545658382868,0.7837489480424736,Birth Per Woman,-3.605556233182211,Thinness 1-19 Years,-0.659013946543061,Hiv/Aids,-0.35868968561088643,83.06763679107176
Birth Per Woman & Gdp & Hiv/Aids,0.8052714896809063,0.783715160108861,Birth Per Woman,-3.6897343801154827,Gdp,0.00015043825782804626,Hiv/Aids,-0.6628982048275006,80.64986756429106
Birth Per Woman & Diphtheria & Hiv/Aids,0.7594600787564478,0.7836652261507708,Birth Per Woman,-3.8785465697170993,Hiv/Aids,0.024460250659347843,Diphtheria,-0.6808658083717242,80.1413825095959
Adult Mortality & Schooling & Water,0.8080788799565968,0.7836451897570728,Adult Mortality,-0.03032716216964575,Water,0.9413337493482182,Schooling,0.16940472523601058,49.036433305229124
Birth Per Woman & Hiv/Aids & Water,0.7999560257191513,0.7836368635877062,Birth Per Woman,-2.2343752593739827,Water,-0.6303206482676786,Hiv/Aids,0.18139620822230085,62.103730103539476
Hiv/Aids & Percentage Expenditure & Water,0.7955872914621458,0.7830123641997555,Hiv/Aids,-0.6855930861694093,Water,0.0008857164125690171,Percentage Expenditure,0.292758766653763,45.85380708258317
Adult Mortality & Measles & Water,0.7610518493765271,0.7821367441298245,Adult Mortality,-0.029989284485915632,Water,-2.4744557705567646e-05,Measles,0.2762545329692941,51.51954121879397
Adult Mortality & Hiv/Aids & Schooling,0.8059384716429921,0.7810795738931479,Adult Mortality,-0.02139180547582867,Schooling,-0.48577162333977686,Hiv/Aids,1.6928528330801489,53.44780286015932
Hiv/Aids & Schooling & Thinness 5-9 Years,0.7576626093206551,0.7799323208566725,Schooling,-0.7835758269367818,Thinness 5-9 Years,1.8620442044595948,Hiv/Aids,-0.2244930010986832,49.32865194239899
Hiv/Aids & Income Composition Of Resources & Measles,0.7736189176347461,0.7797950013354525,Income Composition Of Resources,-0.6313852073716302,Hiv/Aids,37.69537725998007,Measles,-7.880118339187447e-06,46.344468284348785
Bmi & Hiv/Aids & Schooling,0.7637394383017273,0.7789322683852897,Schooling,0.06967104786665584,Hiv/Aids,-0.7945275627730322,Bmi,1.7422212217657815,47.0302025063681
Hiv/Aids & Total Expenditure & Water,0.770832250953593,0.7784229190440969,Hiv/Aids,-0.7047911023906933,Water,0.48243035064566386,Total Expenditure,0.3172072812146211,41.462585308363984
Adult Mortality & Under-Five Deaths & Water,0.7743800372217358,0.7783236406790089,Adult Mortality,-0.03034005470769751,Water,-0.004761203258912244,Under-Five Deaths,0.27720281524686113,51.862172483071596
Diphtheria & Hiv/Aids & Schooling,0.7517144004599177,0.7779278903181143,Schooling,0.03655003578895337,Hiv/Aids,-0.7805595738671669,Diphtheria,1.9214353214876496,44.398237979718886
Adult Mortality & Birth Per Woman & Polio,0.7670574161197504,0.777667904575311,Adult Mortality,-0.03021936525436412,Birth Per Woman,-3.468577002522288,Polio,0.008837575021246824,83.96729731949436
Adult Mortality & Military & Water,0.7622161808513801,0.7776132520953125,Adult Mortality,-0.030387634352204828,Military,-0.35383919726511304,Water,0.2781245744394464,52.055106116151876
Birth Per Woman & Hiv/Aids & Polio,0.7590339461425489,0.7773750231854639,Birth Per Woman,-3.944572001621706,Hiv/Aids,-0.6898605196663113,Polio,0.01770980343439177,80.93153252014429
Adult Mortality & Hiv/Aids & Income Composition Of Resources,0.829622246152745,0.7759073792489823,Adult Mortality,-0.01755489700278726,Income Composition Of Resources,-0.4040184717430493,Hiv/Aids,34.74820240312333,50.57067418842669
Adult Mortality & Birth Per Woman & Total Expenditure,0.7749155586768162,0.7753327189316338,Adult Mortality,-0.030690703279612076,Birth Per Woman,-3.4337264167404427,Total Expenditure,0.3538214224109939,82.6546584511384
Adult Mortality & Income Composition Of Resources & Schooling,0.8064048467226852,0.7749805914716323,Adult Mortality,-0.03050741119034758,Schooling,25.814317447719883,Income Composition Of Resources,0.4964912470773726,51.82993904325768
Adult Mortality & Birth Per Woman & Military,0.7660060768426247,0.7746620390183134,Adult Mortality,-0.03218456006579933,Military,-3.3963308196741964,Birth Per Woman,0.14650900346235107,84.73745157391647
Adult Mortality & Schooling & Total Expenditure,0.7399720957120488,0.7744475361993397,Adult Mortality,-0.03545967511469019,Schooling,1.5812712895604553,Total Expenditure,0.027915679742998745,56.08955089090934
Adult Mortality & Fdi & Water,0.7642018799863227,0.7743850118574935,Adult Mortality,-0.03043627291792656,Water,0.011276642506502232,Fdi,0.27853327008319195,51.47353748757838
Hiv/Aids & Income Composition Of Resources & Under-Five Deaths,0.7797159610482969,0.774148156467747,Income Composition Of Resources,-0.6311941147111431,Hiv/Aids,36.70853631486844,Under-Five Deaths,-0.0030699181355515748,47.125371999451446
Adult Mortality & Alcohol & Income Composition Of Resources,0.7938944060344137,0.7739704060961194,Adult Mortality,-0.030841840220260378,Income Composition Of Resources,-0.013794933066483939,Alcohol,33.252733934352364,53.296353803366884
Hiv/Aids & Income Composition Of Resources & Population,0.7754774482131592,0.773834040847215,Income Composition Of Resources,-0.6244776466570429,Population,38.417752499158844,Hiv/Aids,-1.4827321592747467e-09,45.810032509095116
Hepatitis B & Hiv/Aids & Schooling,0.7440157658580189,0.7729968790336916,Schooling,0.010667149824353956,Hiv/Aids,-0.8170217183409494,Hepatitis B,1.968915137177625,46.15525142613599
Hiv/Aids & Income Composition Of Resources & Total Expenditure,0.7857706113311956,0.7721635457098397,Income Composition Of Resources,-0.6568278355094123,Hiv/Aids,36.95520402505062,Total Expenditure,0.33797515174017434,44.800703891019936
Adult Mortality & Population & Schooling,0.7431956910413735,0.771503098969071,Adult Mortality,-0.035075775145108165,Schooling,-2.614199616651242e-09,Population,1.7053590399313883,54.68997548370842
Adult Mortality & Diphtheria & Water,0.7698339152636422,0.7713241496755813,Adult Mortality,-0.030391128659430274,Water,0.035045951096307815,Diphtheria,0.2668292694504151,49.41771174146774
Hiv/Aids & Schooling & Thinness 1-19 Years,0.7581397808944967,0.7710469184667647,Schooling,-0.7586590943972511,Thinness 1-19 Years,1.8539159677782135,Hiv/Aids,-0.2307240748968835,49.35264808708153
Birth Per Woman & Fdi & Hiv/Aids,0.7608265840318131,0.7689968919585868,Birth Per Woman,-4.088496952986076,Fdi,0.012610622851501163,Hiv/Aids,-0.6673627481773159,82.50033250593928
Hiv/Aids & Income Composition Of Resources & Military,0.781318210880042,0.7673708145766532,Income Composition Of Resources,-0.6717502223738147,Military,38.70026492581878,Hiv/Aids,0.3633167942400686,44.95651454297616
Adult Mortality & Hepatitis B & Schooling,0.7460976237387675,0.7668898895905885,Adult Mortality,-0.035509328597594834,Schooling,0.007878586206571558,Hepatitis B,1.6544845230728604,54.50470334839764
Hiv/Aids & Income Composition Of Resources & Thinness 1-19 Years,0.7889804297899717,0.7664489173202058,Income Composition Of Resources,-0.6235039692526324,Thinness 1-19 Years,33.91942665711072,Hiv/Aids,-0.24482462049414977,49.99901864729513
Hepatitis B & Hiv/Aids & Water,0.7582929452229356,0.7663714931013111,Hiv/Aids,0.007421840059566126,Water,-0.6594768616652489,Hepatitis B,0.3311774577317935,42.57322824427868
Adult Mortality & Bmi & Water,0.7847768304204853,0.7661460019593489,Adult Mortality,-0.03084848620901266,Water,0.055263207407771936,Bmi,0.24512615872750537,52.22045063915412
Birth Per Woman & Hiv/Aids & Infant Deaths,0.7699776347218292,0.7659846686482948,Infant Deaths,-3.9111915870987293,Birth Per Woman,-0.6608810755119296,Hiv/Aids,-0.0057939419531352065,82.47336461610342
Gdp & Hiv/Aids & Schooling,0.7628203914438171,0.7651060572941395,Schooling,8.910896070795775e-05,Gdp,-0.8104887949241657,Hiv/Aids,1.8266047595433073,48.127276406038746
Hiv/Aids & Measles & Schooling,0.747893993649617,0.7649776030811907,Schooling,-0.7972493193288196,Hiv/Aids,7.873166297491657e-06,Measles,1.992379118822055,46.65077247771474
Adult Mortality & Birth Per Woman & Diphtheria,0.7751964426285571,0.7645896256307413,Adult Mortality,-0.031596873797461456,Birth Per Woman,-3.3153048100196028,Diphtheria,0.024848445104963535,82.35174077471095
Income Composition Of Resources & Thinness 1-19 Years & Total Expenditure,0.6293547506065977,0.7640953703378401,Income Composition Of Resources,39.67923720081311,Thinness 1-19 Years,-0.2569976259559201,Total Expenditure,0.12452707343070454,44.14577673338236
Adult Mortality & Birth Per Woman & Measles,0.7762746158918629,0.7628322970301672,Adult Mortality,-0.032577073838346376,Birth Per Woman,-3.4620428036742137,Measles,-4.331426847636877e-05,85.21571611440379
Adult Mortality & Population & Water,0.7699181506247418,0.7623735025908355,Adult Mortality,-0.03152915251081825,Water,-4.675234780611465e-09,Population,0.271025381805499,52.35473920510854
Adult Mortality & Birth Per Woman & Water,0.802085243848438,0.7623000876531606,Adult Mortality,-0.02901805565443297,Water,-1.9964286221046392,Birth Per Woman,0.15712674472068433,67.08779668315884
Adult Mortality & Income Composition Of Resources & Polio,0.7992628327167428,0.7610241845125758,Adult Mortality,-0.029975117677715445,Income Composition Of Resources,32.91780153587974,Polio,0.009449138436593785,52.455716385025696
Hiv/Aids & Percentage Expenditure & Schooling,0.7608851500296228,0.7601838555942765,Schooling,-0.7834736475325541,Hiv/Aids,0.00045193162501692714,Percentage Expenditure,1.8462514035770035,48.00511528730608
Adult Mortality & Birth Per Woman & Hepatitis B,0.7743234030393003,0.7596881511733394,Adult Mortality,-0.03202502724775529,Birth Per Woman,-3.3279975757835114,Hepatitis B,0.01789604625786012,83.22647348905619
Hiv/Aids & Infant Deaths & Schooling,0.7514300682096563,0.7593908045483795,Infant Deaths,-0.8158582640820047,Schooling,-0.0016807259640246874,Hiv/Aids,2.006396015221821,46.56926831638325
Adult Mortality & Birth Per Woman & Population,0.773633929012582,0.7592773584894958,Adult Mortality,-0.03116617234527855,Birth Per Woman,-3.43781358122007,Population,-7.548332181528394e-09,84.89490303226776
Adult Mortality & Birth Per Woman & Gdp,0.8027947706414005,0.7589749742955276,Adult Mortality,-0.02906282189222467,Birth Per Woman,-3.2952495961930257,Gdp,0.00011337906829966826,83.27924120257077
Diphtheria & Hiv/Aids & Income Composition Of Resources,0.7844109745009138,0.7587132915984927,Income Composition Of Resources,0.021977539217410056,Hiv/Aids,-0.6219390800207276,Diphtheria,37.58405280896909,44.36546233873469
Hiv/Aids & Income Composition Of Resources & Infant Deaths,0.7832799606340412,0.7582613969901228,Infant Deaths,-0.6543646941512791,Income Composition Of Resources,37.27772923010991,Hiv/Aids,-0.0030108101333965465,46.752736235545285
Hiv/Aids & Under-Five Deaths & Water,0.7729423213923463,0.758224820094486,Hiv/Aids,-0.6619411095608181,Water,-0.005483740740272053,Under-Five Deaths,0.31704235252673196,44.5125932707797
Income Composition Of Resources & Under-Five Deaths & Water,0.6987714149748077,0.757301941787486,Income Composition Of Resources,23.662465558833695,Water,-0.0029598891721618614,Under-Five Deaths,0.21645608472719796,36.33242825150305
Hiv/Aids & Polio & Water,0.7635412439079075,0.7566201632869856,Hiv/Aids,-0.6672753842391206,Water,0.016029201025935857,Polio,0.3147491469809093,43.315135878092065
Diphtheria & Hiv/Aids & Water,0.7657723165813799,0.7562897204796465,Hiv/Aids,0.020311425167612904,Water,-0.6622605586364394,Diphtheria,0.3204118749973546,42.39423733957787
Hiv/Aids & Military & Water,0.7607000312869542,0.7555252855444979,Hiv/Aids,-0.6839134509811309,Military,-0.13312739959645553,Water,0.3186616441098631,44.48290420605375
Fdi & Hiv/Aids & Water,0.7638477856259499,0.7554992603300855,Fdi,0.01721627703495125,Water,-0.6424786501217132,Hiv/Aids,0.32838856491964385,43.263135346237945
Adult Mortality & Bmi & Measles,0.6022956875320435,0.7545869736569596,Adult Mortality,-0.04176353182427584,Bmi,0.15743357613895997,Measles,-2.2522235052557793e-05,70.75079485927523
Birth Per Woman & Bmi & Hiv/Aids,0.7896897032550325,0.7541955604372365,Birth Per Woman,-3.5294721054548206,Hiv/Aids,0.08171813740621378,Bmi,-0.6549626087249958,78.0102811648174
Fdi & Income Composition Of Resources & Military,0.6217701725077556,0.7518388958077662,Fdi,0.01240258535788183,Military,43.594391737092735,Income Composition Of Resources,0.30731488359137416,40.67149914147883
Birth Per Woman & Hiv/Aids & Measles,0.7713778411856473,0.7494167883656004,Birth Per Woman,-4.002162279674676,Hiv/Aids,-0.6849323919797715,Measles,-4.863411433952969e-05,82.71822155757016
Hiv/Aids & Schooling & Under-Five Deaths,0.7560191043279254,0.7479587243696685,Schooling,-0.8165555420703693,Hiv/Aids,1.999231387580438,Under-Five Deaths,-0.0019502843780847545,46.75972885350228
Birth Per Woman & Hiv/Aids & Under-Five Deaths,0.7770550735855085,0.7476321041833922,Birth Per Woman,-3.9020764870669673,Hiv/Aids,-0.6859194707318339,Under-Five Deaths,-0.004359016972860785,82.4410394276523
Hiv/Aids & Schooling & Total Expenditure,0.756306701151676,0.7470839588523762,Schooling,-0.8035785566454361,Hiv/Aids,1.9723997343588064,Total Expenditure,0.15685252025548682,46.04130839639237
Adult Mortality & Polio & Schooling,0.7548720407596327,0.7468331044832757,Adult Mortality,-0.035401290288153135,Schooling,0.01746784511064503,Polio,1.5887296175627883,54.625511855801975
Adult Mortality & Schooling & Thinness 1-19 Years,0.7603030975166761,0.7466114798465243,Adult Mortality,-0.03441546807017163,Schooling,1.542654753350386,Thinness 1-19 Years,-0.19817888918325943,57.283335926446085
Hiv/Aids & Infant Deaths & Water,0.7760418939560403,0.7458296446276867,Infant Deaths,-0.6444204838889228,Water,-0.006053386743106126,Hiv/Aids,0.32670129951599647,43.70222048027204
Birth Per Woman & Thinness 5-9 Years & Water,0.7045717994896246,0.7458219052154602,Birth Per Woman,-2.1538335825485793,Water,-0.4187876815784043,Thinness 5-9 Years,0.20506051328344388,60.68446349269889
Alcohol & Hiv/Aids & Water,0.7775001140209152,0.7457958730945285,Hiv/Aids,0.25703216394003336,Water,-0.6761426357200125,Alcohol,0.30501010363235426,44.07921677330167
Adult Mortality & Schooling & Thinness 5-9 Years,0.7646187620458555,0.7456432281349342,Adult Mortality,-0.0346646070707024,Schooling,1.5144242449271115,Thinness 5-9 Years,-0.22962218355657282,57.927078541665225
Adult Mortality & Bmi & Schooling,0.7684620731910297,0.7454292740328705,Adult Mortality,-0.03346650571657283,Schooling,0.05964723941462946,Bmi,1.49800046566712,54.61556857991984
Fdi & Income Composition Of Resources & Water,0.7025626815680187,0.7445759808135178,Fdi,0.011962276656029662,Water,24.715418084736378,Income Composition Of Resources,0.2183875958153969,35.193847539213024
Adult Mortality & Birth Per Woman & Fdi,0.7756446131849801,0.7444288260150486,Adult Mortality,-0.03305079451269842,Birth Per Woman,-3.4274065375285687,Fdi,0.005735101744421822,85.18797009192784
Income Composition Of Resources & Polio & Thinness 5-9 Years,0.632719110376643,0.7441156090340054,Income Composition Of Resources,36.244629097406275,Thinness 5-9 Years,0.03048485832413543,Polio,-0.34138799259875874,45.25933196941055
Adult Mortality & Alcohol & Birth Per Woman,0.7826193471470446,0.7439134187092962,Adult Mortality,-0.03218497275091814,Birth Per Woman,0.19988155861867396,Alcohol,-3.136554205153962,83.16447241258749
Birth Per Woman & Hiv/Aids & Military,0.7691152021125162,0.7434979504750608,Birth Per Woman,-4.078003964301016,Military,-0.6913112427418547,Hiv/Aids,0.18652487571449472,82.61220583923026
Adult Mortality & Gdp & Water,0.8024541684376367,0.7432685558536007,Adult Mortality,-0.030686392907564183,Water,0.00011659578820528917,Gdp,0.2487175554257163,53.36819015906752
Hiv/Aids & Population & Schooling,0.7557552302026085,0.7427628419752202,Schooling,-0.8189108806657375,Population,-8.64966461689215e-10,Hiv/Aids,1.99673786103968,46.72846346235974
Hiv/Aids & Measles & Water,0.7663734224110368,0.7411693040544712,Hiv/Aids,-0.6568056744514497,Water,-8.516198087879512e-06,Measles,0.32155109436567547,44.078132638049475
Fdi & Hiv/Aids & Income Composition Of Resources,0.7834285603950191,0.7410927996176222,Fdi,0.009591943800708836,Income Composition Of Resources,-0.6139339458119908,Hiv/Aids,37.96477311318015,45.9280163196343
Birth Per Woman & Income Composition Of Resources & Infant Deaths,0.7126586265784707,0.740591772829381,Infant Deaths,-2.453091257684313,Birth Per Woman,28.245054321622455,Income Composition Of Resources,-0.0014969435932812303,58.25124753357008
Adult Mortality & Fdi & Income Composition Of Resources,0.8010397286229128,0.7396607286430068,Adult Mortality,-0.028068475078953867,Fdi,0.0027772390083149467,Income Composition Of Resources,35.36781233948066,51.10016821847128
Adult Mortality & Measles & Schooling,0.7544713122475528,0.7384913934392342,Adult Mortality,-0.03600103451145831,Schooling,-1.2532548947480349e-05,Measles,1.582296416154157,56.31839619037834
Birth Per Woman & Income Composition Of Resources & Schooling,0.7148291607486661,0.7382921517586085,Birth Per Woman,-2.4300432069724893,Schooling,24.958786265081656,Income Composition Of Resources,0.23498206492702067,57.48806992684436
Birth Per Woman & Schooling & Thinness 5-9 Years,0.6749312265452112,0.7381172302318395,Birth Per Woman,-3.2090778704651552,Schooling,0.8536842692279909,Thinness 5-9 Years,-0.3223571650494813,69.91900991107046
